(simulator.cpp):  --  INFO: Simulator started. Log file opened.
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 515.7800 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:06
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 515.9640 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 13:07
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:07
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 516.1480 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:08
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 516.6320 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:09
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 517.1160 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 13:10
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.425 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:10
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 517.6000 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:11
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 517.7840 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:12
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 517.9680 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 13:13
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:13
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 518.1520 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:14
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 518.6360 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:15
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 519.1200 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 13:16
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.44 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:16
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 519.6040 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:17
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 519.7880 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:18
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 519.9720 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 13:19
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:19
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 520.1560 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:20
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 520.6400 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:21
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 521.1240 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 13:22
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.455 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:22
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 521.6080 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:23
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 521.7920 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:24
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 521.9760 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 13:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 522.1600 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:26
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 522.6440 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:27
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 523.1280 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 13:28
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.47 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:28
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 523.6120 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:29
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 523.7960 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:30
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 523.9800 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 13:31
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:31
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 524.1640 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:32
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 524.6480 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:33
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 525.1320 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 13:34
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.485 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:34
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 525.6160 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:35
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 525.8000 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:36
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 525.9840 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 13:37
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:37
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 526.1680 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:38
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 526.6520 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:39
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 527.1360 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 13:40
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.5 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:40
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 527.6200 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:41
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 527.8040 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:42
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 527.9880 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 13:43
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:43
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 528.1720 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:44
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 528.6560 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:45
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 529.1400 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 13:46
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.515 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:46
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 529.6240 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:47
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 529.8080 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:48
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 529.9920 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 13:49
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:49
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 530.1760 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:50
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 530.6600 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:51
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 531.1440 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 13:52
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.53 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:52
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 531.6280 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:53
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 531.8120 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:54
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 531.9960 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 13:55
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:55
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 532.1800 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:56
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 532.6640 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:57
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 533.1480 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 13:58
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.545 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:58
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 533.6320 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 13:59
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 533.8160 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:00
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 534.0000 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 14:01
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:01
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 534.1840 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:02
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 534.6680 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:03
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 535.1520 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 14:04
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.56 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:04
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 535.6360 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:05
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 535.8200 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:06
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 536.0040 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 14:07
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:07
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 536.1880 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:08
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 536.6720 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:09
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 537.1560 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 14:10
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.575 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:10
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 537.6400 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:11
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 537.8240 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:12
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 538.0080 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 14:13
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:13
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 538.1920 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:14
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 538.6760 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:15
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 539.1600 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 14:16
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.59 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:16
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 539.6440 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:17
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 539.8280 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:18
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 540.0120 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 14:19
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:19
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 540.1960 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:20
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 540.6800 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:21
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 541.1640 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 14:22
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.605 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:22
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 541.6480 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:23
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 541.8320 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:24
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 542.0160 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 14:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 542.2000 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:26
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 542.6840 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:27
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 543.1680 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 14:28
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.62 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:28
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 543.6520 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:29
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 543.8360 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:30
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 544.0200 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 14:31
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:31
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 544.2040 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:32
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 544.6880 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:33
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 545.1720 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 14:34
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.635 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:34
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 545.6560 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:35
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 545.8400 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:36
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 546.0240 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 14:37
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:37
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 546.2080 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:38
